TestID,Category,Module / Page,Test Case,Method,Environment,Status,Observed Result (evidence),Executed At
WEB-FI-00107,UI/UX,Phone Usage,element_present_app_usage_breakdown_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T23:31:45.251Z
WEB-FI-00108,UI/UX,Phone Usage,element_present_screen_time_trend_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T23:32:05.370Z
WEB-FI-00109,UI/UX,Phone Usage,element_present_late_night_pattern_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T23:32:25.484Z
WEB-FI-00110,UI/UX,Emotion Analysis,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T23:32:45.757Z
WEB-FI-00111,UI/UX,Emotion Analysis,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T23:33:05.878Z
WEB-FI-00112,UI/UX,Emotion Analysis,element_present_current_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T23:33:25.994Z
WEB-FI-00113,UI/UX,Emotion Analysis,element_present_history_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T23:33:46.112Z
WEB-FI-00114,UI/UX,Emotion Analysis,element_present_trends_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T23:34:06.229Z
WEB-FI-00115,UI/UX,Emotion Analysis,element_present_emotion_detection_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T23:34:26.344Z
WEB-FI-00116,UI/UX,Emotion Analysis,element_present_refresh_data_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T23:34:46.459Z
WEB-FI-00117,UI/UX,Emotion Analysis,element_present_log_happy_emotion_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T23:35:06.571Z
WEB-FI-00118,UI/UX,Activity Tracker,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T23:35:26.929Z
WEB-FI-00119,UI/UX,Activity Tracker,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T23:35:47.041Z
